,year,target_area,no_of_place,sleepnights,accommodation,number_of_ppl,number_of_children,cost_total_trip,cost_total_per_person,satisfied,sex,age,month,living_area,target_beforesplit,transportation,reason,relationship
8355,2020,31160,1,0,,3,0,20000,20000,4,2,46,2,9,"1,3",1,"4,14",3
8356,2020,11240,1,0,,3,0,150000,150000,4,1,19,2,9,"2,8",6,"2,1,7",3
8357,2020,35020,1,0,,4,0,80000,80000,4,2,51,2,9,"4,6,15",1,"1,8,4",3
8358,2020,11010,1,0,,2,0,102000,61000,4,1,26,5,9,"4,6,9","6,5","1,4,2",3
8359,2020,32030,1,0,,2,0,158000,79000,4,2,33,5,9,"1,4,14",1,"5,1,12",1
8360,2020,31010,1,0,,3,0,54999,18333,3,2,62,5,9,"1,4",1,"3,14",3
8361,2020,31380,1,0,,4,1,315000,78750,4,1,47,5,9,"1,6,12",1,"10,11,12",1
8363,2020,"3,709,037,090",2,1,3,4,0,265000,132500,4,1,57,5,9,"1,3,6",1,"2,1,5","1,2"
8364,2020,11010,1,0,,3,0,194000,194000,4,1,19,3,9,"2,8","5,2","7,8,11",3
8365,2020,31380,1,0,,4,0,59000,59000,4,2,62,3,9,"1,6",1,"11,4,2",3
8366,2020,31110,1,0,,4,2,50000,12500,4,2,38,3,9,"1,6",1,"2,3,4",1
8367,2020,38350,1,0,,4,0,170000,170000,4,2,26,3,9,"1,2,15",1,"10,2,11",3
8368,2020,25050,1,0,,2,0,73000,34000,4,1,35,11,9,"1,2",1,"4,11,5",4
8370,2020,"111,403,207,032,070",3,"0,1",3,3,0,300000,300000,4,2,25,6,9,"1,6",1,"1,3,12",3
8371,2020,"1,121,034,080",2,"0,0",,3,0,28400,28400,4,1,54,6,9,3,"5,6,2","4,1",1
8372,2020,11220,1,0,,3,0,100000,100000,4,2,48,6,9,9,1,"2,3",3
8373,2020,"363,103,645,025,050",3,"1,0",3,4,2,115002,22917,4,2,35,6,9,"1,6,15",1,"1,5,8",1
8374,2020,11190,1,0,,3,0,89999,27083,4,1,46,6,9,"1,6","1,4","2,1,4",1
8375,2020,31160,1,0,,4,0,15000,15000,4,2,53,4,9,1,1,"4,1",3
8376,2020,31190,1,0,,4,0,162000,162000,4,1,19,4,9,12,6,"1,10",3
8377,2020,38050,1,0,,4,0,302000,166000,4,1,55,4,9,"1,2,15","1,4","2,8,4","1,2"
8378,2020,36060,1,0,,4,0,220000,220000,4,2,45,4,9,"2,12,15",1,"1,2,10",3
8379,2020,11140,1,0,,2,0,95000,47500,4,1,45,4,9,"1,6",1,"4,1,3",3
8380,2020,31110,1,0,,4,2,197000,54250,4,2,36,4,9,"1,2",1,"14,1,4",1
8381,2020,34380,1,0,,4,2,180000,45000,4,1,41,4,9,"1,2",1,"1,3",1
8382,2020,23310,1,0,,3,0,229997,89999,4,1,47,4,9,"1,2,4,7",1,"13,1,8",1
8383,2020,31380,1,0,,4,0,81000,42750,4,2,28,4,9,"1,4,6",1,"8,10,4",3
8384,2020,"2,306,033,380",2,"0,0",,2,0,250000,150000,5,1,35,4,9,"1,2,3,6",1,"2,8,10",1
8385,2020,"3,709,037,090",2,1,12,2,0,150000,72000,5,2,48,4,9,"1,2,15",1,"6,5,4",1
8386,2020,"390,203,902,039,010",3,2,"1,1",3,0,1399998,466666,4,1,56,4,9,"1,2,5,6","8,3","2,1,12",1
8387,2020,31010,1,0,,2,0,24000,21500,4,1,58,4,9,"1,2,6",1,"14,5",4
8388,2020,31240,1,0,,6,1,293997,59666,4,2,43,7,9,"1,6",1,"1,2,8","1,2"
8389,2020,11230,1,0,,3,0,200000,200000,4,1,27,7,9,"3,6",1,"2,1,3",3
8390,2020,32310,1,0,,4,0,295000,73750,4,2,55,7,9,"1,6",1,"2,1",3
8391,2020,21090,1,1,3,4,0,220000,220000,4,2,27,7,9,"1,2,6","5,2,10","2,1,11",3
8393,2020,31060,1,0,,4,1,15000,15000,4,1,17,7,9,1,6,"1,5",3
8394,2020,32010,1,0,,4,0,83000,83000,4,2,56,5,9,"3,6",1,"2,3,14",3
8395,2020,32350,1,0,,2,0,165000,82500,4,1,28,5,9,"1,2,6",1,"2,1",3
8397,2020,"3,119,034,010",2,"0,0",,4,2,190000,47500,4,1,41,5,9,5,1,"1,14,4",1
8398,2020,"3,437,034,370",2,1,4,8,3,825000,123750,4,2,48,5,9,"1,7",1,"2,12,14","1,2"
8399,2020,11010,1,0,,4,0,49000,49000,4,1,54,5,9,3,"5,2","4,3",4
8400,2020,"3,241,032,030",2,1,4,4,0,334000,83500,4,1,17,8,9,"1,6",1,"14,5,1",1
8401,2020,31240,1,0,,2,0,55000,27500,4,1,27,8,9,6,1,3,3
8402,2020,23050,1,0,,2,0,49500,24750,4,2,57,8,9,"2,8",1,4,1
8403,2020,31020,1,0,,3,0,85002,28334,4,1,47,8,9,"1,2",1,"3,5,1",1
8404,2020,31150,1,0,,2,0,31000,15500,3,2,72,8,9,6,1,"4,8",1
8405,2020,31160,1,0,,4,0,105000,26250,4,2,47,8,9,6,1,"5,3,1",1
8406,2020,32030,1,0,,4,0,250000,62500,4,2,28,8,9,"2,6",1,"14,11",1
8407,2020,32030,1,0,,2,0,190000,95000,4,1,57,8,9,"2,6",1,"1,2",1
8408,2020,31110,1,0,,2,0,54000,27000,4,1,72,8,9,6,"5,2","4,9,3",1
8409,2020,31190,1,0,,4,0,102000,102000,4,2,19,6,9,5,6,"2,1,10",3
8410,2020,11130,1,0,,3,0,48200,48200,4,2,44,6,9,"1,4,6","5,6,2","3,2,1",3
8411,2020,32010,1,0,,2,0,155000,77500,4,1,25,6,9,"1,4,6","1,4","2,1,4",3
8412,2020,34020,1,0,,3,0,75000,75000,4,1,55,6,9,3,1,"1,4",4
8413,2020,11240,1,0,,2,0,183000,166500,4,2,38,6,9,9,1,"1,8,4",3
8414,2020,31090,1,0,,4,0,140000,140000,4,1,67,6,9,"6,12","4,1","4,10,11",3
8415,2020,31110,1,0,,4,0,30000,30000,4,2,16,9,9,9,"5,2","1,4,11",3
8416,2020,11210,1,0,,3,0,30000,30000,4,2,50,9,9,"1,3",1,"4,3,1",3
8417,2020,"1,123,031,010",2,"0,0",,4,2,145000,36250,4,1,44,9,9,9,1,"1,14",1
8418,2020,31090,1,0,,4,0,205000,66250,4,1,62,7,9,"2,8",1,"1,4,8","1,2"
8419,2020,31370,1,0,,4,0,120000,120000,4,2,48,7,9,"1,6",1,"1,3,2",4
8420,2020,32410,1,0,,4,0,85000,85000,4,1,21,7,9,"1,6","7,6","1,11",3
8421,2020,11220,1,0,,2,0,80000,40000,4,2,28,7,9,"1,3",1,"1,4",3
8422,2020,31200,1,1,6,3,1,292995,97665,4,1,37,7,9,"1,6",1,"11,3,2",1
8423,2020,11220,1,0,,3,0,45000,35000,3,1,45,10,9,"1,2,3",1,"1,4,3",1
8424,2020,"330,403,304,011,140",3,2,"12,12",6,2,214604,39484,4,2,40,10,9,"1,2,6",1,"14,8,3",1
8425,2020,31250,1,0,,2,0,116000,58000,4,2,23,10,9,"1,2",1,"12,14,5",3
8426,2020,31110,1,0,,4,0,51900,51900,4,1,17,10,9,"1,6","5,6,2","1,14",3
8427,2020,"3,137,032,010",2,0,,5,1,205001,42667,5,1,33,11,9,"1,2,6",1,"2,4,1",1
8429,2020,31160,1,0,,2,0,50000,25000,4,1,50,11,9,1,1,"4,3",1
8430,2020,31090,1,0,,4,0,70000,70000,4,2,45,11,9,"4,6",1,"1,8,12",4
8432,2020,11240,1,0,,4,0,142000,142000,4,2,27,12,9,"5,15,17",1,"12,1,5",3
8433,2020,11230,1,1,1,4,0,135000,135000,4,1,23,12,9,"2,6",1,"14,1,13",3
8434,2020,32050,1,0,,3,0,100000,100000,4,2,54,12,9,"1,2,6",1,"1,3,14",3
8436,2020,"3,101,031,060",2,"0,0",,3,0,31002,10334,4,1,46,1,9,"1,2,6",1,"4,14,5",1
8437,2020,33350,1,1,12,3,0,113001,37667,4,2,46,1,9,"2,9",1,14,1
8438,2020,11240,1,0,,5,0,69000,69000,4,2,18,1,9,"5,8","5,2","1,2,4",3
8439,2020,11020,1,0,,5,1,175000,35000,4,2,72,1,9,"2,9",1,"2,1,14","1,2"
8440,2020,"3,116,032,310",2,"0,0",,10,0,500000,55000,4,1,67,1,9,"1,2,6",1,"5,14",5
8442,2020,"2,306,011,210",2,"0,0",,2,0,33500,33500,4,1,65,2,9,"1,6","5,2","14,4",3
8443,2020,23010,1,0,,3,0,63000,51000,4,2,28,2,9,"1,2,15",1,"10,14,4",3
8444,2020,"3,138,031,380",2,1,9,3,0,100002,33334,5,1,27,9,9,"1,3",1,"1,11",3
8445,2020,32030,1,0,,2,0,60000,60000,4,2,25,9,9,"1,2",6,"1,8,9",3
8447,2020,11040,1,0,,4,2,60000,15000,4,1,44,9,9,"1,12",1,"3,13,1",1
8449,2020,33320,1,0,,4,0,30000,30000,4,1,61,9,9,1,1,"11,1,3",3
8450,2020,11190,1,0,,4,0,65000,16250,4,2,47,9,9,"1,2",1,"11,4,3",1
8451,2020,31370,1,0,,3,0,70002,23334,4,2,50,9,9,"1,2,6",1,"4,11",3
8452,2020,31380,1,0,,5,0,25000,25000,4,2,77,9,9,"1,6",1,"1,11",3
8453,2020,31370,1,0,,3,1,85002,28334,4,2,36,9,9,"2,6",1,8,1
8454,2020,31380,1,0,,5,0,55000,31000,4,2,71,3,9,1,1,"8,7,5",2
8455,2020,31370,1,1,6,2,0,85000,42500,4,2,36,3,9,"1,6",1,11,1
8456,2020,31110,1,0,,3,1,64999,28333,4,2,42,10,9,"1,7",1,"1,2,4",1
8457,2020,"39,020,390,203,901,000,000",4,3,"3,3,3",3,0,796000,796000,5,2,30,10,9,"1,6,15","1,2,3","1,2,12",3
8459,2020,31140,1,0,,3,1,126001,48667,4,1,38,5,9,"1,2,5,6",1,"2,8,1",1
8460,2020,31110,1,0,,4,0,53000,53000,4,2,17,5,9,5,"5,2","5,4,10",3
8461,2020,31380,1,0,,2,0,42000,37000,4,2,27,5,9,"1,2,6",1,"2,14,8",3
8463,2020,11240,1,0,,5,0,58000,58000,4,1,20,5,9,5,"5,2","5,2,10",3
8464,2020,"3,202,032,030",2,1,3,4,0,395000,101250,4,1,60,5,9,"2,10,11",1,"2,11,3",1
8465,2020,"3,203,032,040",2,1,1,3,1,570000,190000,5,2,40,5,9,"1,2,3,6",1,"2,14,11",1
8466,2020,32340,1,1,1,3,1,321999,107333,4,2,36,6,9,"1,2,5,6,7",1,"6,8,4",1
8467,2020,31110,1,0,,4,0,132000,40500,4,2,47,6,9,"1,5",1,"5,9,3",1
8468,2020,31060,1,0,,3,0,94500,31500,4,1,57,6,9,"1,2,6",1,"11,5,2",1
8470,2020,"313,802,504,023,060",3,"0,0,0",,2,0,165000,155000,5,1,37,6,9,"1,3,6",1,"10,11,1",1
8472,2020,"360,203,602,031,160",3,"1,0",1,4,0,680000,170000,5,1,23,6,9,"1,2,6,7,8",1,"11,8,2",1
8473,2020,31200,1,0,,2,0,112000,104500,4,2,28,6,9,"1,2,8",1,"1,7,11",3
8474,2020,31240,1,0,,5,0,159500,38875,4,2,22,7,9,"1,2",1,"1,5,3",1
8476,2020,31110,1,0,,1,,128000,128000,5,1,60,7,9,14,"5,2","10,9,1",
8478,2020,21090,1,0,,1,,190000,190000,4,1,37,7,9,"1,2,6","3,10","1,8,5",
8479,2020,31060,1,0,,3,1,110001,36667,3,1,48,7,9,"1,2,11",1,"1,9",1
8481,2020,31370,1,1,3,4,0,270600,67650,3,1,26,7,9,"1,3,6",1,"5,1,6",3
8482,2020,32350,1,0,,4,0,540000,135000,5,2,48,7,9,14,1,"1,11,2",1
8484,2020,"390,203,902,039,010",3,2,"3,3",2,0,440000,300000,4,2,72,8,9,"1,2,6","3,6,10","2,1,11",3
8486,2020,31060,1,0,,3,0,138003,46001,4,2,44,8,9,1,1,"4,3,11",1
8487,2020,32030,1,1,2,2,0,300000,150000,5,2,27,8,9,"1,2,6",8,"1,8,2",3
8488,2020,"2,109,021,090",2,1,2,2,0,355000,177500,4,2,37,8,9,"1,2,6,8","2,10","1,12",1
8489,2020,"3,332,033,320",2,1,3,3,0,150000,50000,4,1,60,8,9,"1,6,12",1,"3,4,11",1
8490,2020,32020,1,0,,2,0,100000,50000,4,1,55,8,9,"1,2,6",1,"3,1",1
8491,2020,31010,1,0,,4,2,110000,27500,4,1,43,8,9,"1,2,3,6",1,"4,10,3",1
8492,2020,31240,1,1,9,2,0,150000,75000,4,1,32,8,9,"1,2,6",1,"1,3,5",1
8494,2020,31170,1,0,,2,0,100000,50000,5,1,74,9,9,"1,6",1,"4,3,8",1
8496,2020,31380,1,0,,2,0,83000,41500,4,1,72,9,9,1,1,"3,8",1
8497,2020,31110,1,0,,4,2,60000,15000,4,2,47,9,9,5,"5,2","3,1,14",1
8498,2020,31060,1,0,,5,0,23000,23000,4,2,55,9,9,1,1,"4,2,11",3
8499,2020,31250,1,0,,2,0,25000,12500,4,2,60,9,9,"1,2,6",1,"11,4,3",1
8500,2020,31240,1,0,,2,0,50000,25000,4,2,75,9,9,"2,6",1,"2,1,11",1
8501,2020,31150,1,1,3,4,0,160000,40000,4,1,25,9,9,"1,2,3,6,17",8,"3,1",3
8502,2020,31370,1,0,,3,1,50001,16667,4,1,29,9,9,"2,5,6,12",1,"3,11,13",1
8503,2020,11240,1,0,,3,1,79998,26666,4,1,40,9,9,5,"5,6,2","14,11,1",1
8504,2020,"310,903,109,031,090",3,2,"12,12",4,0,100000,25000,4,1,55,9,9,"1,2",1,"1,11",1
8505,2020,23310,1,0,,3,0,198999,66333,4,2,48,10,9,4,1,"3,1,2",1
8506,2020,31150,1,0,,4,2,246000,62000,4,2,38,10,9,"1,6",1,"9,5,13",1
8507,2020,23310,1,0,,4,0,210000,52500,5,1,65,10,9,"1,3",1,"15,1,2",3
8508,2020,32030,1,1,1,2,0,630000,315000,5,1,58,10,9,"1,2,6",1,"12,1,2",1
8509,2020,34360,1,0,,2,0,152000,76000,5,1,47,10,9,"1,3",1,"11,1,9",1
8510,2020,"2,301,033,040",2,"0,1",12,4,2,180000,45000,5,2,38,1,9,"2,8",1,"2,11",1
8511,2020,32350,1,1,3,3,0,539997,179999,4,2,28,1,9,"1,6",1,"1,2",3
8512,2020,31240,1,0,,5,0,375000,75000,5,2,65,1,9,7,1,"11,1",5
8515,2020,"3,106,023,050",2,"0,0",,4,0,380000,95000,5,2,52,1,9,"2,8",1,4,5
8516,2020,"233,102,331,035,040",3,"0,2",12,3,1,169998,56666,4,1,34,1,9,7,1,"5,15",1
8517,2020,"2,109,021,090",2,1,1,2,0,570000,207000,5,2,28,2,9,"1,2",1,"2,8,1",3
8518,2020,23010,1,0,,2,0,210000,105000,5,1,58,2,9,2,1,"5,1,8",1
8519,2020,"3,204,032,040",2,1,4,8,0,1000000,125000,5,2,61,3,9,"1,2,6",1,"1,2,8",5
8520,2020,31090,1,0,,5,0,510000,102000,5,1,46,3,9,"1,3",11,"2,4,1",5
8522,2020,"3,137,023,010",2,1,3,4,2,455000,113750,5,1,39,11,9,"1,2,5",1,"2,13,6",1
8523,2020,34010,1,0,,3,0,244998,76666,4,1,58,11,9,"1,2",1,"4,1,5",1
8524,2020,23010,1,0,,2,0,95000,47500,4,2,28,5,9,1,1,"2,1",3
8526,2020,23050,1,0,,1,,60000,60000,5,1,53,5,9,3,1,15,
8527,2020,23050,1,0,,3,0,147000,49000,5,2,24,6,9,"1,2",1,"9,2,5",3
8528,2020,23070,1,0,,1,,55000,55000,4,1,54,6,9,3,1,"4,1,2",
8530,2020,"3,137,031,270",2,"1,1","3,3",2,0,292000,146000,5,1,54,6,9,1,1,"2,1,11",1
8531,2020,31230,1,0,,3,1,159999,48333,4,1,37,7,9,1,1,1,1
8532,2020,23310,1,0,,4,0,310000,77500,4,1,57,7,9,"1,3",1,"1,2,9",5
8533,2020,23060,1,0,,4,2,130000,32500,5,2,36,7,9,"1,6",1,"5,13,2",1
8535,2020,"3,234,032,340,320,400,000,000,000",5,2,"1,1",3,0,1410003,453334,5,2,57,12,9,"1,2,4,6,8,15",1,"6,2,1",1
8536,2020,"3,120,029,010",2,"0,1",12,4,1,276000,69000,4,2,46,12,9,1,1,"11,1,2",1
8537,2020,"390,203,902,039,020",3,2,"1,1",2,0,1505000,752500,5,2,45,12,9,"1,2,4","1,3,8","1,2,14",1
8538,2020,23010,1,0,,2,0,108000,51600,4,1,22,8,9,"1,2",6,"1,4,2",3
8539,2020,23010,1,0,,4,0,230000,57500,4,2,46,8,9,"1,6",1,"5,1,2",5
8540,2020,31070,1,0,,4,2,190000,47500,5,2,38,8,9,"1,2,3",1,"9,11,2",1
8541,2020,34080,1,0,,3,0,185001,50000,4,1,48,8,9,"1,2",1,"2,8,1",1
8542,2020,"230,103,503,035,030",3,"0,1",12,2,0,280000,140000,5,1,38,1,9,"1,2",1,"5,2,8",3
8544,2020,34370,1,0,,4,0,392000,98000,5,1,64,1,9,"2,7",11,"1,8,5",5
8545,2020,"3,125,023,010",2,"0,0",,4,0,280000,70000,5,1,54,1,9,2,1,"8,2",1
8546,2020,"2,305,034,080",2,"0,1",12,4,1,200000,50000,5,1,45,1,9,2,1,"1,8,4",1
8547,2020,"3,127,031,070",2,"0,1",12,3,0,198000,66000,5,2,47,1,9,7,1,"1,11",1
8548,2020,23310,1,0,,5,0,150000,30000,4,1,64,2,9,1,1,4,3
8549,2020,23310,1,0,,2,0,100000,50000,4,1,37,2,9,6,1,"4,2",3
8550,2020,33030,1,0,,2,0,101200,50600,4,2,27,2,9,1,1,"4,2",3
8551,2020,23010,1,0,,4,0,84000,21000,4,1,24,2,9,"1,6","6,5,2","4,9",3
8552,2020,31370,1,0,,4,0,162000,40500,4,1,23,3,9,6,1,"4,2",3
8553,2020,31070,1,0,,4,0,150000,37500,4,2,41,3,9,6,1,"4,5",3
8554,2020,31370,1,1,11,4,0,240000,60000,4,1,38,3,9,"1,6",1,"6,4,2",3
8555,2020,31010,1,0,,5,0,200000,40000,5,2,55,3,9,"1,6",1,"4,8",3
8556,2020,11210,1,0,,5,0,50000,10000,4,1,42,3,9,"1,6","5,2",4,4
8557,2020,34350,1,0,,2,0,200000,100000,5,2,52,9,9,1,1,"2,1,14",1
8558,2020,23010,1,0,,2,0,300000,150000,4,2,63,9,9,8,1,"1,7",1
8559,2020,34030,1,0,,3,1,320001,106667,5,1,37,9,9,"1,2,6,8",1,"1,2",1
8560,2020,31090,1,1,3,3,0,474999,125000,5,1,54,9,9,"1,6",1,"1,2,6",1
8561,2020,32060,1,1,3,4,0,580000,145000,5,1,48,9,9,"1,6",1,"1,2,6",1
8562,2020,34340,1,1,14,5,0,1010000,202000,5,1,58,4,9,"1,3",1,11,5
8563,2020,31250,1,0,,2,0,146000,64000,4,1,65,4,9,4,1,"2,9,1",1
8564,2020,23310,1,0,,2,0,140000,64000,5,2,27,4,9,1,1,"4,2,1",1
8565,2020,34080,1,0,,1,,98000,98000,5,1,53,5,9,"1,2",1,"4,1,2",
8566,2020,31110,1,0,,4,0,280000,70000,5,2,44,5,9,"1,2",1,15,3
8567,2020,23010,1,0,,4,2,185000,46250,5,2,38,5,9,1,1,"1,9",1
8568,2020,32010,1,0,,6,0,1059999,160000,5,1,38,5,9,1,1,"11,1,2",4
8569,2020,34080,1,0,,1,,150000,120000,4,1,38,10,9,"1,2",1,"5,2,1",
8570,2020,23050,1,0,,3,0,394998,131666,4,2,53,10,9,"1,2,8",1,"1,7,2",1
8571,2020,31010,1,0,,4,2,258000,67000,5,2,37,10,9,4,1,"2,1,8",1
8572,2020,31100,1,0,,2,0,140000,70000,4,2,32,6,9,1,1,"2,1",1
8573,2020,23010,1,0,,2,0,100000,50000,4,1,28,6,9,"1,15",1,"2,1",3
8574,2020,"390,103,901,039,020",3,2,"3,3",3,0,2400003,783334,5,2,29,6,9,"1,6","3,8","2,1,6",3
8575,2020,31200,1,0,,4,2,126000,31500,4,1,40,6,9,8,1,"2,11,4",1
8577,2020,34370,1,1,2,2,0,190000,95000,5,1,31,6,9,1,1,2,1
8578,2020,"3,438,034,370",2,1,3,3,0,1197996,396832,5,1,44,7,9,"1,4",1,"1,2,11",3
8579,2020,23040,1,0,,2,0,100000,47000,4,1,22,7,9,16,6,"11,4",3
8580,2020,34030,1,0,,3,0,319998,63333,5,2,28,7,9,"1,2",1,1,1
8581,2020,31370,1,0,,4,0,184998,41964,4,2,48,7,9,"1,15",1,"11,2,5",1
8582,2020,23010,1,0,,5,0,395000,79000,5,1,62,7,9,"1,2",11,"2,1,3",5
8583,2020,23050,1,0,,3,0,152001,50667,5,1,56,7,9,3,1,"11,4,9",3
8584,2020,34380,1,1,10,4,0,600000,150000,5,1,29,8,9,"1,6",1,"1,11",3
8585,2020,31200,1,0,,3,0,167001,39000,5,2,28,8,9,"1,6",1,"11,2,4",1
8586,2020,31020,1,0,,4,2,171000,42750,5,2,36,8,9,"1,4,15",1,"4,1,13",1
8587,2020,"3,405,034,030",2,1,2,2,0,520000,200000,5,1,35,8,9,"1,2,6",1,"1,14,2",3
8588,2020,23010,1,0,,3,0,195000,65000,5,1,63,8,9,"1,2,8",1,"7,1",1
8589,2020,"3,902,039,010",2,2,"1,1",2,0,1900000,926000,5,1,54,8,9,"1,2,6","1,3,8","1,2,12",1
8590,2020,31220,1,0,,1,,130000,130000,4,1,37,9,9,3,1,15,
8591,2020,"3,902,039,020",2,1,3,4,0,1760000,552500,5,2,52,9,9,"1,2,5,6,8","3,8","1,6,11",1
8592,2020,23050,1,0,,4,2,190000,47500,4,2,45,9,9,"1,8",1,"9,2,4",1
8593,2020,23010,1,0,,4,2,195000,48750,5,2,38,9,9,"1,6",1,"1,5,2",1
8594,2020,37010,1,1,1,1,,500000,500000,5,1,53,9,9,"1,2",1,"1,2",
8595,2020,35040,1,0,,2,0,136000,68000,4,2,47,11,9,"1,3",1,"1,11,14",1
8596,2020,34030,1,0,,2,0,285000,127500,5,2,29,10,9,"1,2",1,"2,1,11",3
8597,2020,23010,1,0,,2,0,190000,95000,5,1,28,10,9,"1,2",1,"8,2,3",3
8598,2020,"390,103,901,039,020",3,2,"4,4",4,0,1120000,280000,4,2,62,12,9,"1,2,3,6,15","3,8","11,6,14","1,3"
8599,2020,"3,404,032,020",2,"0,1",12,2,0,222000,111000,5,1,46,1,9,"2,7",1,"1,11,9",1
8601,2020,23310,1,0,,4,0,200000,50000,5,2,54,1,9,"2,7",1,"11,9",5
8602,2020,"2,301,034,010",2,"0,1",12,2,0,180000,90000,5,2,28,1,9,"1,2",1,"1,4",1
8603,2020,"3,109,035,020",2,"0,2",12,3,1,200001,66667,5,1,38,1,9,"1,2",1,"1,9,11",1
8605,2020,"3,119,023,040",2,"1,0",12,2,0,118000,53000,5,1,21,1,9,2,"5,2","11,2,5",3
8609,2020,23050,1,0,,2,0,390000,195000,4,2,55,11,9,"1,2,8",1,7,1
8610,2020,"38,050,380,503,805,000,000",4,1,3,2,0,485000,242500,5,1,30,2,9,"1,2,3,4",1,"1,2",1
8611,2020,23050,1,0,,5,0,400000,78500,5,1,56,2,9,"1,2",11,"8,9,5",5
8612,2020,"3,115,034,030",2,"0,0",,3,1,99999,33333,4,2,35,12,9,"1,2,6",1,"2,4,1",1
8613,2020,"3,404,034,040",2,1,1,2,0,350000,145000,5,2,56,1,9,7,1,"1,4,11",1
8614,2020,"23,040,320,203,202,000,000",4,"0,1",12,2,0,400000,176000,4,1,47,1,9,"2,8",1,"8,7",1
8615,2020,23310,1,0,,2,0,185000,92500,4,1,28,1,9,"1,11",1,"4,5,11",3
8616,2020,"2,307,025,040",2,"0,1",12,2,0,130000,65000,4,1,54,1,9,3,1,15,1
8617,2020,"3,135,023,010",2,"1,0",12,3,0,185001,61667,5,2,18,1,9,2,1,8,1
8618,2020,23070,1,0,,2,0,100000,44000,4,1,46,4,9,3,1,"11,5",1
8619,2020,23050,1,0,,1,,85000,85000,4,1,53,2,9,3,1,4,
8620,2020,34370,1,0,,3,0,189999,63333,5,2,65,2,9,"2,7",1,15,1
8621,2020,23310,1,0,,3,0,204999,58333,4,2,46,2,9,"2,7",1,"11,4",3
8622,2020,23070,1,0,,4,0,270000,67500,5,2,52,3,9,"1,2",1,"11,9,2",1
8623,2020,34360,1,0,,4,0,380000,95000,5,1,45,3,9,"1,3",1,"1,15",5
8624,2020,31150,1,0,,4,1,180000,45000,5,1,46,5,9,"1,2",1,"2,4,1",1
8625,2020,"320,303,206,032,410",3,1,2,5,0,1000000,200000,5,2,62,5,9,"1,2",1,"2,1,8",3
8626,2020,"3,403,034,030",2,1,2,1,,410000,410000,5,1,51,5,9,"1,6,8",1,"1,8,2",
8627,2020,32410,1,1,3,4,0,830000,207500,4,2,59,5,9,"1,2",1,"11,2,8",3
8628,2020,32330,1,1,3,5,0,430002,76286,5,2,28,6,9,"1,6",1,11,1
8629,2020,34040,1,0,,2,0,100000,72000,5,1,38,6,9,3,1,11,3
8631,2020,23310,1,0,,2,0,90000,39000,4,1,52,4,9,"1,3",1,4,1
8632,2020,31240,1,0,,2,0,190000,95000,5,1,34,4,9,"1,2",1,"5,1,14",3
8633,2020,23010,1,0,,2,0,155000,77500,5,2,17,4,9,5,6,"2,1,3",3
8634,2020,31070,1,0,,4,2,190000,47500,5,2,39,4,9,"1,2",1,"9,8,2",1
8635,2020,31150,1,0,,4,2,140000,35000,4,1,38,7,9,1,1,"13,4",1
8636,2020,34330,1,0,,4,1,285000,71250,4,2,46,7,9,"1,4,16",1,"1,2",1
8637,2020,23050,1,0,,3,0,150000,50000,4,2,54,7,9,3,1,"4,11",3
8638,2020,23010,1,0,,2,0,100000,41000,4,1,23,7,9,1,6,"1,2",3
8639,2020,23010,1,0,,4,1,179999,42857,5,2,46,8,9,"1,6",1,"4,1,2",1
8640,2020,31170,1,0,,2,0,150000,75000,4,2,22,8,9,1,1,"3,2,11",1
8641,2020,23070,1,0,,2,0,90000,39000,4,1,47,8,9,"1,3",1,"2,15",1
8642,2020,"3,902,039,020",2,1,1,3,1,1472999,431000,5,2,35,8,9,"1,2","1,3,8","2,1,6",1
8643,2020,23010,1,0,,3,0,210000,70000,4,1,27,8,9,"1,2",1,"1,9,4",3
8644,2020,31150,1,0,,1,,135000,135000,5,1,55,8,9,3,1,15,
8645,2020,31070,1,0,,4,0,198000,49500,5,2,47,5,9,"1,2",1,"8,2,1",1
8646,2020,23050,1,0,,3,0,295002,98334,4,1,57,5,9,"2,3",1,"4,11",3
8647,2020,31070,1,0,,4,2,193000,48250,4,1,38,9,9,"1,2",1,"1,8,4",1
8648,2020,"390,203,901,039,020",3,2,"3,3",3,0,2000001,716667,5,1,71,9,9,"1,2,4,6,8","3,1,8","1,2,6",1
8649,2020,23310,1,0,,4,1,230000,57500,4,2,47,9,9,"1,2,6",1,"1,2",1
8650,2020,23010,1,0,,4,1,260000,65000,5,2,17,10,9,"1,2",1,"2,1,8",1
8651,2020,23060,1,0,,3,1,145000,50000,4,2,36,10,9,"1,2",1,"4,2,11",1
8652,2020,"390,203,901,023,050",3,2,"3,3",5,0,3030000,626000,5,2,71,10,9,"1,2,6,8","3,1,8",1,1
8653,2020,31090,1,0,,3,0,255000,85000,4,2,46,10,9,"1,8",1,"1,2,3",1
8654,2020,"3,902,039,020",2,1,1,2,0,1500000,750000,4,1,52,10,9,"1,2,6,8","3,1,8","1,14,11",1
8655,2020,34080,1,1,6,3,0,364998,121666,5,1,23,10,9,"1,6",1,"5,9,2",3
8656,2020,"39,020,390,203,902,000,000",4,3,"1,1,1",3,0,1790001,596667,5,2,71,11,9,"1,2,4,6,8,16","3,1,8","2,8,5",1
8657,2020,"3,113,031,130",2,1,3,4,0,475000,118750,5,2,54,11,9,"1,6",1,"1,11,2",1
